Urban Area,PopGroup,Year,Population,PopRank,Peak Travelers,Commuters,Freeway Daily VMT,Freeway Lane miles,Arterial Daily VMT,Arternial Lane-miles,Transit Passenger Miles,Transit Passenger Trips,Value of Time,Commercial Value of Time,Avg. State Gas Cost,Avg. State Diesel Cost,% Peak VMT Congested,% Lane-miles Congested,Number of Rush Hours,Gallons Excess Fuel,Gallons Excess Ranged,Gallons Excess per Commuter,Gallons per Rank,Total Hours of Delay,Total Delay Rank,Delay per Commuter,Rank,Travel Time Index,TTI Rank,Commuter Stress Index,CSI Rank,Freeway Planning Time Index 95,Freeway Planning Time Index 95 Rank,Freeway Planning Time Index 80,Freeway Planning Time Index 80 Rank,Excess CO2 lbs,Excess CO2 Rank,Excess CO2 per Peak Commuter,Excess CO2 per Peak Commuter Rank,Truck Congestion Cost,Truck Commodity Value,Annual Congestion Cost,Annual Congestion Cost Rank,Congestion Cost per Commuter,Congestion Cost per Commuter Rank,Delay Reduced due to Operations Treatments,Delay Reduced due to Operations per Commuter,Wasted Fuel Saved by Operations Treatments,Congestion Cost Saved by Operations Treatments,Delay Reduced due to Transit,Delay Reduced due to Transit per Commuter,Fuel Saved by Transit,Congestion Cost Saved by Transit,Roadway Congestion Index,Presence of Urban Rail in 2011,Size Category of Urban Rail in 2011
Cape Coral FL,Sml,1987,230,88,99,93,225,35,1810,340,6.5,0.8,8.48,48.53,1,0.99,25,27,NA,1473,74,11,14,2125,79,14,46,1.13,21,NA,NA,NA,NA,NA,NA,30,71,223,14,NA,NA,23,78,197,49,NA,NA,NA,NA,NA,NA,NA,NA,0.91,NA,NA
Charleston-North Charleston SC,Med,1987,375,71,167,156,1570,145,4000,740,19,5.1,8.48,48.53,1,0.92,34,37,NA,2459,56,10,20,4689,56,20,23,1.11,28,NA,NA,NA,NA,NA,NA,50,55,206,20,NA,NA,52,55,287,25,NA,NA,NA,NA,NA,NA,NA,NA,0.92,NA,NA
Charlotte NC-SC,Lrg,1987,500,58,217,201,1800,145,4220,920,35,10.4,8.48,48.53,1,0.91,32,29,NA,2487,55,7,41,4145,61,13,52,1.1,34,NA,NA,NA,NA,NA,NA,50,55,152,39,NA,NA,46,59,195,52,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA
Chicago IL-IN,Vlg,1987,7240,3,2896,2436,30255,2095,37340,11050,3500,690.8,8.48,48.53,1.05,0.99,51,47,NA,43101,4,9,27,98015,4,22,20,1.14,17,NA,NA,NA,NA,NA,NA,787,4,168,33,NA,NA,1124,4,342,17,NA,NA,NA,NA,NA,NA,NA,NA,0.92,NA,NA
Cincinnati OH-KY-IN,Lrg,1987,1130,29,493,443,9415,835,4700,1755,150.8,33.4,8.48,48.53,1,0.97,23,30,NA,4539,33,6,51,10009,33,12,57,1.08,51,NA,NA,NA,NA,NA,NA,92,31,121,55,NA,NA,107,33,179,58,NA,NA,NA,NA,NA,NA,NA,NA,0.76,NA,NA
Cleveland OH,Lrg,1987,1750,20,761,683,11115,1135,7000,1675,309.3,77.5,8.48,48.53,1,0.97,10,10,NA,3248,44,3,83,6433,42,6,89,1.06,70,NA,NA,NA,NA,NA,NA,65,42,62,86,NA,NA,67,43,78,91,NA,NA,NA,NA,NA,NA,NA,NA,0.72,NA,NA
Colorado Springs CO,Med,1987,305,78,136,127,1760,215,2610,860,15,4,8.48,48.53,1.06,1.05,9,10,NA,654,86,4,73,1294,86,7,84,1.03,90,NA,NA,NA,NA,NA,NA,13,85,70,79,NA,NA,13,87,86,88,NA,NA,NA,NA,NA,NA,NA,NA,0.59,NA,NA
Columbia SC,Sml,1987,325,75,140,132,2215,260,3520,790,13,4.2,8.48,48.53,1,0.92,11,21,NA,1067,79,5,61,2114,80,10,68,1.04,84,NA,NA,NA,NA,NA,NA,22,77,108,61,NA,NA,23,78,138,70,NA,NA,NA,NA,NA,NA,NA,NA,0.71,NA,NA
Columbus OH,Lrg,1987,840,37,364,338,7915,755,4825,1155,88.5,18.7,8.48,48.53,1,0.97,19,23,NA,2408,57,4,73,5360,50,9,74,1.05,78,NA,NA,NA,NA,NA,NA,48,57,70,79,NA,NA,57,49,141,69,NA,NA,NA,NA,NA,NA,NA,NA,0.76,NA,NA
Corpus Christi TX,Sml,1987,275,85,119,111,1620,185,2385,625,13.7,2.8,8.48,48.53,0.99,0.97,10,13,NA,589,87,3,83,1458,85,8,78,1.02,94,NA,NA,NA,NA,NA,NA,4,96,19,96,NA,NA,16,84,110,80,NA,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA
Dallas-Fort Worth-Arlington TX,Vlg,1987,3010,9,1391,1321,32360,2415,22025,5295,250,52,8.48,48.53,0.99,0.97,31,18,NA,14509,14,7,41,34048,14,17,29,1.11,28,NA,NA,NA,NA,NA,NA,292,13,144,43,NA,NA,365,14,250,32,NA,NA,NA,NA,NA,NA,NA,NA,0.93,NA,NA
Dayton OH,Med,1987,595,50,265,248,3300,395,4900,880,45.2,11.3,8.48,48.53,1,0.97,21,26,NA,3417,40,8,33,6016,45,14,46,1.07,59,NA,NA,NA,NA,NA,NA,69,40,156,37,NA,NA,64,45,191,53,NA,NA,NA,NA,NA,NA,NA,NA,0.78,NA,NA
Denver-Aurora CO,Lrg,1987,1510,23,657,621,10135,855,12115,2940,207.7,50.8,8.48,48.53,1.06,1.05,32,32,NA,6205,26,6,51,13532,24,13,52,1.1,34,NA,NA,NA,NA,NA,NA,125,25,116,57,NA,NA,148,24,185,55,NA,NA,NA,NA,NA,NA,NA,NA,0.84,NA,NA
Detroit MI,Vlg,1987,3890,5,1645,1543,22650,1675,39590,7285,359.6,79.4,8.48,48.53,1.04,0.98,44,40,NA,27724,7,10,20,63903,7,24,14,1.14,17,NA,NA,NA,NA,NA,NA,559,7,196,22,NA,NA,714,6,361,14,NA,NA,NA,NA,NA,NA,NA,NA,1.01,NA,NA
El Paso TX-NM,Med,1987,500,58,223,208,2510,250,3265,1075,51.8,8.8,8.48,48.53,0.99,0.97,13,17,NA,1660,71,4,73,2461,74,7,84,1.06,70,NA,NA,NA,NA,NA,NA,33,69,82,74,NA,NA,27,74,106,82,NA,NA,NA,NA,NA,NA,NA,NA,0.68,NA,NA
Eugene OR,Sml,1987,185,95,80,75,715,110,1610,315,21,5.4,8.48,48.53,1.22,1.08,12,15,NA,485,92,3,83,1084,91,10,68,1.07,59,NA,NA,NA,NA,NA,NA,10,89,57,90,NA,NA,12,89,122,77,NA,NA,NA,NA,NA,NA,NA,NA,0.71,NA,NA
Fresno CA,Med,1987,410,69,182,171,1370,155,1980,1180,28.5,8.8,8.48,48.53,1.05,1.01,11,19,NA,277,95,0,97,780,95,2,100,1.02,94,NA,NA,NA,NA,NA,NA,4,96,0,97,NA,NA,9,94,41,99,NA,NA,NA,NA,NA,NA,NA,NA,0.53,NA,NA
Grand Rapids MI,Med,1987,415,68,185,173,2115,270,4485,1140,15.9,3.8,8.48,48.53,1.04,0.98,15,18,NA,1085,78,3,83,2594,73,10,68,1.05,78,NA,NA,NA,NA,NA,NA,22,77,54,91,NA,NA,29,73,134,71,NA,NA,NA,NA,NA,NA,NA,NA,0.66,NA,NA
Greensboro NC,Sml,1987,195,93,84,79,1610,310,2315,455,3,1,8.48,48.53,1,0.91,2,3,NA,212,98,3,83,586,96,5,93,1.02,94,NA,NA,NA,NA,NA,NA,4,96,61,88,NA,NA,5,96,55,97,NA,NA,NA,NA,NA,NA,NA,NA,0.59,NA,NA
Hartford CT,Med,1987,800,39,354,332,6480,685,3595,1185,64.2,18.6,8.48,48.53,1.12,1.14,16,20,NA,3254,42,6,51,6137,43,12,57,1.08,51,NA,NA,NA,NA,NA,NA,65,42,123,53,NA,NA,65,44,160,63,NA,NA,NA,NA,NA,NA,NA,NA,0.66,NA,NA
Honolulu HI,Med,1987,620,47,276,259,4540,360,2600,440,335.3,72.7,8.48,48.53,1.26,1.45,39,41,NA,6563,23,16,7,11336,32,28,8,1.24,2,NA,NA,NA,NA,NA,NA,131,23,321,5,NA,NA,117,32,412,7,NA,NA,NA,NA,NA,NA,NA,NA,0.95,NA,NA
Houston TX,Vlg,1987,2820,11,1464,1364,25635,1710,20285,5340,375.8,76.5,8.48,48.53,0.99,0.97,49,36,NA,19180,10,10,20,44487,10,24,14,1.2,8,NA,NA,NA,NA,NA,NA,386,10,211,18,NA,NA,477,10,350,16,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Indianapolis IN,Lrg,1987,925,36,401,372,6810,685,8915,1430,60,11.5,8.48,48.53,1.02,0.99,34,35,NA,5100,30,9,27,12546,26,20,23,1.07,59,NA,NA,NA,NA,NA,NA,104,29,195,23,NA,NA,144,25,326,19,NA,NA,NA,NA,NA,NA,NA,NA,0.88,NA,NA
Indio-Cathedral City-Palm Springs CA,Med,1987,160,97,71,67,450,45,2000,410,7.4,1.1,8.48,48.53,1.05,1.01,31,37,NA,1837,69,21,3,2907,70,25,11,1.06,70,NA,NA,NA,NA,NA,NA,17,79,181,29,NA,NA,34,69,371,9,NA,NA,NA,NA,NA,NA,NA,NA,0.87,NA,NA
Jackson MS,Sml,1987,320,76,138,130,2320,265,3750,980,5.5,1.3,8.48,48.53,1.02,0.97,6,8,NA,773,85,3,83,1198,88,5,93,1.03,90,NA,NA,NA,NA,NA,NA,16,82,67,82,NA,NA,14,86,74,93,NA,NA,NA,NA,NA,NA,NA,NA,0.68,NA,NA
Jacksonville FL,Lrg,1987,660,45,286,265,4715,430,6775,1375,42,8,8.48,48.53,1,0.99,32,39,NA,4453,34,9,27,8550,36,18,28,1.12,25,NA,NA,NA,NA,NA,NA,89,33,192,25,NA,NA,93,36,263,30,NA,NA,NA,NA,NA,NA,NA,NA,0.85,NA,NA
